Book Id,Title,Author,Author l-f,Additional Authors,ISBN,ISBN13,My Rating,Average Rating,Publisher,Binding,Number of Pages,Year Published,Original Publication Year,Date Read,Date Added,Bookshelves,Bookshelves with positions,Exclusive Shelf,My Review,Spoiler,Private Notes,Read Count,Owned Copies
274043,"Software (Ware, #1)",Rudy Rucker,"Rucker, Rudy",,"=""0380701774""","=""9780380701773""",5,3.74,Eos,Paperback,167,1987,1982,,2009/06/10,"science-fiction, novels","science-fiction (#61), novels (#115)",read,,,,1,0
350,Stranger in a Strange Land,Robert A. Heinlein,"Heinlein, Robert A.",James Warhola,"=""""","=""""",5,3.92,Ace,Paperback,525,1991,1961,,2009/06/10,"science-fiction, novels","science-fiction (#70), novels (#128)",read,,,,1,0
46654,"The Foundation Trilogy (Foundation, #1-3)",Isaac Asimov,"Asimov, Isaac",,"=""0380508567""","=""9780380508563""",5,4.41,,Paperback,679,1974,1953,,2009/06/10,"science-fiction, novels","science-fiction (#5), novels (#109)",read,,,,1,0
434412,The Youngest Science,Lewis Thomas,"Thomas, Lewis",,"=""0001402432""","=""""",5,4.13,Penguin Books,,,2007,1983,,2009/06/10,science,science (#19),read,,,,1,0
294368,The Lives of a Cell: Notes of a Biology Watcher,Lewis Thomas,"Thomas, Lewis",,"=""0140047433""","=""9780140047431""",5,4.14,Penguin Books,Paperback,160,1978,1974,,2009/06/10,science,science (#9),read,,,,1,0
48838,IBM and the Holocaust,Edwin Black,"Black, Edwin",,"=""0751531995""","=""9780751531992""",5,4.01,Time Warner,Paperback,710,2002,1999,,2009/06/10,nonfiction,nonfiction (#4),read,,,,1,0
72223,The Worst Hard Time: The Untold Story of Those Who Survived the Great American Dust Bowl,Timothy Egan,"Egan, Timothy",,"=""0618773479""","=""9780618773473""",5,4.04,Mariner Books,Paperback,340,2006,2005,,2009/06/10,nonfiction,nonfiction (#3),read,,,,1,0
394535,"Blood Meridian, or the Evening Redness in the West",Cormac McCarthy,"McCarthy, Cormac",,"=""""","=""""",5,4.16,Vintage Books,Paperback,351,1992,1985,,2009/06/10,"literature, novels, mcmurtry, fiction","literature (#45), novels (#100), mcmurtry (#1), fiction (#93)",read,,,,1,0
54817,Film Flam: Essays on Hollywood,Larry McMurtry,"McMurtry, Larry",,"=""0743216245""","=""9780743216241""",2,3.49,Simon  Schuster,Paperback,224,2001,1987,,2009/06/10,"essays, mcmurtry","essays (#9), mcmurtry (#6)",read,,,,1,0
63456,In a Narrow Grave: Essays on Texas,Larry McMurtry,"McMurtry, Larry",,"=""0684868695""","=""9780684868691""",2,3.90,Simon  Schuster,Paperback,208,2001,1968,,2009/06/10,essays,essays (#8),read,,,,1,0
54828,Somebody's Darling,Larry McMurtry,"McMurtry, Larry",,"=""0684853892""","=""9780684853895""",5,3.44,Simon  Schuster,Paperback,352,2002,1978,,2009/06/10,"literature, novels, mcmurtry, fiction","literature (#52), novels (#91), mcmurtry (#5), fiction (#88)",read,,,,1,0
53314,The Desert Rose,Larry McMurtry,"McMurtry, Larry",,"=""0684853841""","=""9780684853840""",4,3.50,Simon  Schuster,Paperback,256,2002,1983,,2009/06/10,"literature, novels, mcmurtry, fiction","literature (#43), novels (#46), mcmurtry (#8), fiction (#43)",read,,,,1,0
250472,Some Can Whistle,Larry McMurtry,"McMurtry, Larry",,"=""0743230167""","=""9780743230162""",5,3.54,Simon  Schuster,Paperback,304,2002,1989,,2009/06/10,"literature, novels, mcmurtry, fiction","literature (#90), novels (#74), mcmurtry (#13), fiction (#66)",read,,,,1,0
317819,Cadillac Jack,Larry McMurtry,"McMurtry, Larry",,"=""0684853833""","=""9780684853833""",4,3.62,Simon  Schuster,Paperback,400,2002,1982,,2009/06/10,"literature, novels, mcmurtry, fiction","literature (#42), novels (#36), mcmurtry (#7), fiction (#34)",read,,,,1,0
54823,Moving On,Larry McMurtry,"McMurtry, Larry",,"=""0684853884""","=""9780684853888""",2,3.82,Simon  Schuster,Paperback,800,1999,1970,,2009/06/10,"literature, novels, mcmurtry, fiction","literature (#49), novels (#8), mcmurtry (#10), fiction (#7)",read,,,,1,0
54822,Leaving Cheyenne,Larry McMurtry,"McMurtry, Larry",,"=""0684853876""","=""9780684853871""",5,4.03,Simon  Schuster,Paperback,304,2002,1962,,2009/06/10,"literature, novels, mcmurtry, fiction","literature (#89), novels (#82), mcmurtry (#12), fiction (#75)",read,,,,1,0
54816,Duane's Depressed,Larry McMurtry,"McMurtry, Larry",,"=""0743230159""","=""9780743230155""",3,3.76,Simon  Schuster,Paperback,432,2003,1999,,2009/06/10,"literature, novels, mcmurtry, fiction","literature (#48), novels (#60), mcmurtry (#2), fiction (#57)",read,,,,1,0
54825,"Horseman, Pass By",Larry McMurtry,"McMurtry, Larry",,"=""068485385X""","=""9780684853857""",5,3.94,Simon & Schuster,Paperback,192,2004,1961,,2009/06/10,"literature, novels, mcmurtry, fiction","literature (#51), novels (#18), mcmurtry (#11), fiction (#16)",read,,,,1,0
54814,Texasville,Larry McMurtry,"McMurtry, Larry",,"=""0684857502""","=""9780684857503""",3,3.72,Simon & Schuster,Paperback,544,1999,1987,,2009/06/10,"literature, novels, fiction","literature (#41), novels (#43), fiction (#41)",read,,,,1,0
54827,All My Friends Are Going to Be Strangers,Larry McMurtry,"McMurtry, Larry",Raymond L. Neinstein,"=""0684853825""","=""9780684853826""",5,3.87,Simon  Schuster,Paperback,304,2002,1972,,2009/06/10,"literature, novels, mcmurtry, fiction","literature (#46), novels (#99), mcmurtry (#9), fiction (#92)",read,,,,1,0
63461,Terms of Endearment,Larry McMurtry,"McMurtry, Larry",,"=""075283455X""","=""9780752834559""",4,4.15,Orion Publishing Group,Paperback,416,2000,1975,,2009/06/10,"literature, novels, mcmurtry, fiction","literature (#96), novels (#75), mcmurtry (#4), fiction (#71)",read,,,,1,0
50051,The Last Picture Show,Larry McMurtry,"McMurtry, Larry",,"=""0752837214""","=""9780752837215""",5,3.99,Orion Books,Mass Market Paperback,280,2000,1966,,2009/06/10,"literature, novels, mcmurtry, fiction","literature (#95), novels (#73), mcmurtry (#14), fiction (#67)",read,,,,1,0
18194,The Cyberiad,Stanisław Lem,"Lem, Stanisław","Michael Kandel, Daniel Mróz","=""0156027593""","=""9780156027595""",5,4.16,Harcourt,Paperback,295,2002,1965,,2009/06/10,"science-fiction, novels","science-fiction (#79), novels (#141)",read,,,,1,0
4143,Barrel Fever: Stories and Essays,David Sedaris,"Sedaris, David",,"=""0316779423""","=""9780316779425""",5,3.79,Back Bay Books,Paperback,196,1994,1994,,2009/06/10,"literature, short-stories","literature (#70), short-stories (#26)",read,,,,1,0
1044355,When You Are Engulfed in Flames,David Sedaris,"Sedaris, David",,"=""0316143472""","=""9780316143479""",5,4.06,Little Brown and Company,Hardcover,323,2008,2008,,2009/06/10,"literature, short-stories","literature (#65), short-stories (#6)",read,,,,1,0
4136,Holidays on Ice,David Sedaris,"Sedaris, David",,"=""0316191299""","=""9780316191296""",5,3.90,Little Brown & Co (P),Paperback,176,1998,1997,,2009/06/10,"literature, short-stories","literature (#66), short-stories (#8)",read,,,,1,0
4138,Naked,David Sedaris,"Sedaris, David",,"=""""","=""""",5,4.09,Back Bay Books,Paperback,304,1998,1997,,2009/06/10,"literature, short-stories","literature (#68), short-stories (#19)",read,,,,1,0
4137,Me Talk Pretty One Day,David Sedaris,"Sedaris, David",,"=""0349113912""","=""9780349113913""",5,4.00,"Little, Brown and Company",Paperback,272,2001,2000,,2009/06/10,"literature, short-stories","literature (#69), short-stories (#25)",read,,,,1,0
31334,Belinda,Anne Rampling,"Rampling, Anne",Anne Rice,"=""0425176657""","=""9780425176658""",5,3.62,Berkley,Paperback,640,2001,1986,,2009/06/10,"literature, novels, fiction","literature (#61), novels (#66), fiction (#59)",read,,,,1,0
31336,"The Tale of the Body Thief (The Vampire Chronicles, #4)",Anne Rice,"Rice, Anne",,"=""0345419634""","=""9780345419637""",3,3.74,Ballantine Books,Paperback,468,2005,1992,,2009/06/10,"literature, novels, fiction","literature (#59), novels (#23), fiction (#23)",read,,,,1,0
11901,"The Witching Hour (Lives of the Mayfair Witches, #1)",Anne Rice,"Rice, Anne",,"=""0099471426""","=""9780099471424""",3,4.11,Arrow,Paperback,1207,2004,1990,,2009/06/10,"literature, novels, fiction","literature (#54), novels (#16), fiction (#15)",read,,,,1,0
43758,"The Queen of the Damned (The Vampire Chronicles, #3)",Anne Rice,"Rice, Anne",,"=""0345419626""","=""9780345419620""",4,3.90,Ballantine Books,Paperback,448,1997,1988,,2009/06/10,"literature, novels, fiction","literature (#55), novels (#81), fiction (#73)",read,,,,1,0
43814,"The Vampire Lestat (The Vampire Chronicles, #2)",Anne Rice,"Rice, Anne",,"=""0345476883""","=""9780345476883""",5,4.08,Ballantine Books,Paperback,481,2004,1985,,2009/06/10,"literature, novels, fiction","literature (#58), novels (#80), fiction (#74)",read,,,,1,0
43763,"Interview with the Vampire (The Vampire Chronicles, #1)",Anne Rice,"Rice, Anne",,"=""0345476875""","=""9780345476876""",5,4.01,Ballantine Books,Paperback,346,2004,1976,,2009/06/10,"literature, novels, fiction","literature (#62), novels (#47), fiction (#44)",read,,,,1,0
31912,Buffy the Vampire Slayer and Philosophy: Fear and Trembling in Sunnydale,James B. South,"South, James B.",William Irwin,"=""0812695313""","=""9780812695311""",5,4.06,Open Court,Paperback,335,2003,2003,,2009/06/10,"philosophy, anthologies","philosophy (#38), anthologies (#7)",read,,,,1,0
412732,The Dharma Bums,Jack Kerouac,"Kerouac, Jack",,"=""""","=""""",5,3.93,Penguin Books,Paperback,244,1986,1958,,2009/06/10,"literature, novels, fiction","literature (#39), novels (#40), fiction (#37)",read,,,,1,0
12505,The Idiot,Fyodor Dostoevsky,"Dostoevsky, Fyodor","Anna Brailovsky, Joseph Frank, Constance Garnett","=""0679642420""","=""9780679642428""",5,4.20,Modern Library,Paperback,667,2003,1869,,2009/06/10,"literature, novels, fiction","literature (#87), novels (#97), fiction (#94)",read,,,,1,0
4934,The Brothers Karamazov,Fyodor Dostoevsky,"Dostoevsky, Fyodor","Richard Pevear, Larissa Volokhonsky, Borut Kraševec, Ива Николова","=""""","=""""",5,4.35,"Farrar, Straus and Giroux",Paperback,796,2002,1879,,2009/06/10,"literature, novels, fiction","literature (#97), novels (#56), fiction (#53)",read,,,,1,0
7144,Crime and Punishment,Fyodor Dostoevsky,"Dostoevsky, Fyodor","David McDuff, Joseph Frank, Fyodor Dostoyevsky","=""0143058142""","=""9780143058144""",5,4.25,Penguin,Paperback,671,2002,1866,,2009/06/10,"literature, novels, fiction","literature (#73), novels (#13), fiction (#13)",read,,,,1,0
2801664,Obscene in the Extreme: The Burning and Banning of John Steinbeck's the Grapes of Wrath,Rick Wartzman,"Wartzman, Rick",,"=""1586483315""","=""9781586483319""",0,3.45,PublicAffairs,Hardcover,308,2008,2008,,2009/06/10,"to-read, literature, nonfiction","to-read (#1), literature (#2), nonfiction (#1)",to-read,,,,0,0
123852,The Chrysanthemums and Other Stories,John Steinbeck,"Steinbeck, John",,"=""0146000986""","=""9780146000980""",5,3.86,Penguin Books,Paperback,64,1995,1979,,2009/06/10,"short-stories, steinbeck","short-stories (#28), steinbeck (#10)",read,,,,1,0
4803,The Log from the Sea of Cortez,John Steinbeck,"Steinbeck, John",Richard Astro,"=""0141186070""","=""9780141186078""",4,3.84,Penguin Books Ltd,Paperback,288,2001,1951,,2009/06/10,"essays, steinbeck","essays (#3), steinbeck (#5)",read,,,,1,0
6072285,The Pastures of Heaven ,John Steinbeck,"Steinbeck, John",,"=""""","=""""",5,4.07,Bantam,Paperback,183,1956,1932,,2009/06/10,"literature, steinbeck, fiction","literature (#80), steinbeck (#7), fiction (#70)",read,,,,1,0
111300,To a God Unknown,John Steinbeck,"Steinbeck, John",Robert DeMott,"=""0141185503""","=""9780141185507""",4,3.94,Penguin Classics,Paperback,240,2000,1933,,2009/06/10,"literature, novels, steinbeck, fiction","literature (#71), novels (#104), steinbeck (#13), fiction (#98)",read,,,,1,0
78275,The Wayward Bus,John Steinbeck,"Steinbeck, John",Gary Scharnhorst,"=""0142437875""","=""9780142437872""",4,3.86,Penguin Classics,Paperback,261,2006,1947,,2009/06/10,"literature, novels, steinbeck, fiction","literature (#72), novels (#52), steinbeck (#16), fiction (#49)",read,,,,1,0
56083,In Dubious Battle,John Steinbeck,"Steinbeck, John",Warren G. French,"=""0143039636""","=""9780143039631""",5,3.91,Penguin Classics,Paperback,304,2006,1936,,2009/06/10,"literature, novels, steinbeck, fiction","literature (#105), novels (#26), steinbeck (#8), fiction (#24)",read,,,,1,0
826381,"Sweet Thursday (Cannery Row, #2)",John Steinbeck,"Steinbeck, John",,"=""0670686867""","=""9780670686865""",5,4.10,Heinemann,Hardcover,264,1954,1954,,2009/06/10,"literature, novels, steinbeck, fiction","literature (#100), novels (#7), steinbeck (#1), fiction (#6)",read,,,,1,0
2090460,The Winter of Our Discontent,John Steinbeck,"Steinbeck, John",,"=""""","=""""",5,4.00,The Viking Press,Hardback,281,1961,1961,,2009/06/10,"literature, novels, steinbeck, fiction","literature (#107), novels (#53), steinbeck (#11), fiction (#50)",read,,,,1,0
8732,The Red Pony,John Steinbeck,"Steinbeck, John",,"=""""","=""9780141962825""",2,3.46,Puffin,Paperback,95,2011,1933,,2009/06/10,"literature, novels, steinbeck, fiction","literature (#103), novels (#20), steinbeck (#4), fiction (#18)",read,,,,1,0
163977,Tortilla Flat,John Steinbeck,"Steinbeck, John",,"=""0582461502""","=""9780582461505""",3,3.83,Longman Schools Division (a Pearson Education Company),Hardcover,256,2001,1935,,2009/06/10,"literature, novels, steinbeck, fiction","literature (#102), novels (#70), steinbeck (#3), fiction (#65)",read,,,,1,0
968636,"Cannery Row (Cannery Row, #1)",John Steinbeck,"Steinbeck, John",,"=""158060109X""","=""9781580601092""",4,4.05,Viking,Hardcover,208,1945,1945,,2009/06/10,"literature, novels, steinbeck, fiction","literature (#109), novels (#55), steinbeck (#15), fiction (#54)",read,,,,1,0
5308,The Pearl,John Steinbeck,"Steinbeck, John",,"=""0142000698""","=""9780142000694""",3,3.51,Penguin Books,Paperback,96,2002,1945,,2009/06/10,"literature, novels, steinbeck, fiction","literature (#86), novels (#39), steinbeck (#9), fiction (#38)",read,,,,1,0
4406,East of Eden,John Steinbeck,"Steinbeck, John",,"=""0142000655""","=""9780142000656""",4,4.39,Penguin Books,Paperback,601,2002,1952,,2009/06/10,"literature, novels, steinbeck, fiction","literature (#63), novels (#12), steinbeck (#2), fiction (#12)",read,,,,1,0
4395,The Grapes of Wrath,John Steinbeck,"Steinbeck, John",,"=""""","=""""",3,3.99,Penguin Books,Paperback,455,2002,1939,,2009/06/10,"literature, novels, steinbeck, fiction","literature (#108), novels (#51), steinbeck (#14), fiction (#48)",read,,,,1,0
890,Of Mice and Men,John Steinbeck,"Steinbeck, John",,"=""0142000671""","=""9780142000670""",5,3.88,Penguin Books,Paperback,112,2002,1937,,2009/06/10,"literature, novels, steinbeck, fiction","literature (#104), novels (#10), steinbeck (#6), fiction (#10)",read,,,,1,0
817625,Neuropolitique (Revised),Timothy Leary,"Leary, Timothy","Robert Anton Wilson, George A. Koopman","=""1561840122""","=""9781561840120""",5,3.83,New Falcon Publications,Paperback,187,1989,1977,,2009/06/09,"philosophy, leary","philosophy (#21), leary (#2)",read,,,,1,0
1488993,The Game of Life,Timothy Leary,"Leary, Timothy",,"=""0915238306""","=""9780915238309""",5,3.91,Peace Press,Hardcover,288,1979,1979,,2009/06/09,"philosophy, leary","philosophy (#39), leary (#11)",read,,,,1,0
346007,What Does Woman Want?,Timothy Leary,"Leary, Timothy",,"=""1561840866""","=""9781561840861""",5,3.31,New Falcon Publications,Paperback,288,1996,1976,,2009/06/09,"philosophy, leary","philosophy (#20), leary (#1)",read,,,,1,0
1886921,Confessions Of A Hope Fiend,Timothy Leary,"Leary, Timothy",,"=""0552680702""","=""9780552680707""",5,3.68,,,,,1974,,2009/06/09,"philosophy, biography, leary","philosophy (#22), biography (#2), leary (#4)",read,,,,1,0
741352,The Intelligence Agents,Timothy Leary,"Leary, Timothy",,"=""1561840386""","=""9781561840380""",5,4.06,New Falcon Publications,Paperback,214,1996,1979,,2009/06/09,"philosophy, leary","philosophy (#35), leary (#8)",read,,,,1,0
83491,Flashbacks,Timothy Leary,"Leary, Timothy",,"=""0874778700""","=""9780874778700""",5,4.11,Tarcher,Paperback,405,1997,1983,,2009/06/09,"biography, leary","biography (#3), leary (#9)",read,,,,1,0
275301,The Politics of Ecstasy,Timothy Leary,"Leary, Timothy","R.U. Sirius, Tom Robbins","=""1579510310""","=""9781579510312""",5,3.82,Ronin Publishing,Paperback,240,1998,1968,,2009/06/09,"philosophy, leary","philosophy (#34), leary (#7)",read,,,,1,0
125310,Schrödinger's Cat 1: The Universe Next Door,Robert Anton Wilson,"Wilson, Robert Anton",,"=""0671821148""","=""9780671821142""",5,3.99,Pocket,Paperback,256,1979,1979,,2009/06/09,"philosophy, science, novels, bob","philosophy (#14), science (#15), novels (#76), bob (#7)",read,,,,1,0
137044,Right Where You Are Sitting Now,Robert Anton Wilson,"Wilson, Robert Anton",,"=""0914171453""","=""9780914171454""",5,3.90,Ronin Publishing,Paperback,208,1993,1982,,2009/06/09,"philosophy, bob","philosophy (#13), bob (#4)",read,,,,1,0
62584,Coincidance: A Head Test,Robert Anton Wilson,"Wilson, Robert Anton",,"=""1561840041""","=""9781561840045""",5,3.90,New Falcon Publications,Paperback,248,1991,1988,,2009/06/09,"philosophy, bob","philosophy (#12), bob (#12)",read,,,,1,0
2996489,The Widow's Son,Robert Anton Wilson,"Wilson, Robert Anton",,"=""0312944578""","=""9780312944575""",5,4.08,Bluejay Books,Paperback,352,1985,1985,,2009/06/09,"literature, novels, bob, fiction","literature (#10), novels (#61), bob (#3), fiction (#56)",read,,,,1,0
361838,"Everything Is Under Control: Conspiracies, Cults and Cover-ups",Robert Anton Wilson,"Wilson, Robert Anton",Miriam Joan Hill,"=""0062734172""","=""9780062734174""",5,3.78,William Morrow Paperbacks,Paperback,435,1998,1998,,2009/06/09,"philosophy, bob","philosophy (#11), bob (#6)",read,,,,1,0
531548,The Earth Will Shake (Historical Illuminatus Chronicles 1),Robert Anton Wilson,"Wilson, Robert Anton",,"=""0312941285""","=""9780312941284""",5,4.11,Bluejay Books,Paperback,369,1984,1982,,2009/06/09,"literature, novels, bob, fiction","literature (#9), novels (#79), bob (#14), fiction (#79)",read,,,,1,0
48620,Cosmic Trigger 3: My Life After Death,Robert Anton Wilson,"Wilson, Robert Anton",,"=""1561841129""","=""9781561841127""",5,4.14,New Falcon Publications,Paperback,247,1995,1995,,2009/06/09,"philosophy, novels, bob","philosophy (#10), novels (#25), bob (#5)",read,,,,1,0
48622,Down to Earth (Cosmic Trigger #2),Robert Anton Wilson,"Wilson, Robert Anton",,"=""""","=""9781561840113""",5,4.14,New Falcon Publications,Paperback,288,1991,1991,,2009/06/09,"philosophy, novels, bob","philosophy (#9), novels (#93), bob (#10)",read,,,,1,0
241888,Masks of the Illuminati,Robert Anton Wilson,"Wilson, Robert Anton",,"=""0671825852""","=""9780671825850""",5,4.03,Pocket Books,Mass Market Paperback,294,1981,1981,,2009/06/09,"literature, novels, bob, fiction","literature (#8), novels (#37), bob (#9), fiction (#36)",read,,,,1,0
62558,Quantum Psychology: How Brain Software Programs You & Your World,Robert Anton Wilson,"Wilson, Robert Anton",,"=""1561840718""","=""9781561840717""",5,4.24,New Falcon Publications,Paperback,202,1993,1990,,2009/06/09,"philosophy, science, bob","philosophy (#8), science (#7), bob (#1)",read,,,,1,0
137035,Cosmic Trigger 1: Final Secret of the Illuminati,Robert Anton Wilson,"Wilson, Robert Anton",,"=""0915904292""","=""9780915904297""",5,4.26,And/Or Books,Hardcover,269,1977,1977,,2009/06/09,"philosophy, novels, bob","philosophy (#7), novels (#32), bob (#8)",read,,,,1,0
62567,Schrödinger's Cat Trilogy,Robert Anton Wilson,"Wilson, Robert Anton",,"=""0440500702""","=""9780440500704""",5,4.08,Dell Publishing,Paperback,560,2009,1981,,2009/06/09,"philosophy, science, novels, bob","philosophy (#1), science (#22), novels (#92), bob (#13)",read,,,,1,0
64284,Heaven and Hell,Aldous Huxley,"Huxley, Aldous",,"=""0060802197""","=""9780060802196""",5,3.53,Harper Collins,Hardcover,80,1956,1956,,2009/06/09,"literature, essays, huxley","literature (#32), essays (#2), huxley (#2)",read,,,,1,0
294609,Antic Hay,Aldous Huxley,"Huxley, Aldous",,"=""0766196445""","=""9780766196445""",5,3.40,Kessinger Publishing,Paperback,352,2005,1923,,2009/06/09,"literature, novels, huxley, fiction","literature (#37), novels (#85), huxley (#7), fiction (#85)",read,,,,1,0
30561,Ape and Essence,Aldous Huxley,"Huxley, Aldous",,"=""0929587782""","=""9780929587783""",5,3.75,Ivan R. Dee Publisher,Paperback,222,1992,1948,,2009/06/09,"literature, science-fiction, huxley, fiction","literature (#36), science-fiction (#67), huxley (#6), fiction (#78)",read,,,,1,0
5135,Point Counter Point,Aldous Huxley,"Huxley, Aldous",Mîna Urgan,"=""""","=""""",5,3.86,Dalkey Archive Press,Paperback,432,1996,1928,,2009/06/09,"literature, novels, huxley, fiction","literature (#30), novels (#62), huxley (#1), fiction (#58)",read,,,,1,0
5130,Island,Aldous Huxley,"Huxley, Aldous",,"=""0060085495""","=""9780060085490""",5,3.86,Harper Perennial Classics,Paperback,354,2002,1962,,2009/06/09,"literature, science-fiction, novels, huxley, fiction","literature (#34), science-fiction (#58), novels (#11), huxley (#4), fiction (#11)",read,,,,1,0
5128,The Doors of Perception / Heaven and Hell,Aldous Huxley,"Huxley, Aldous",,"=""0060595183""","=""9780060595180""",5,3.93,Harper Perennial Modern Classics,Paperback,187,2004,1956,,2009/06/09,"literature, essays, huxley","literature (#35), essays (#4), huxley (#5)",read,,,,1,0
5129,Brave New World,Aldous Huxley,"Huxley, Aldous",,"=""0060929871""","=""9780060929879""",5,3.99,HarperPerennial / Perennial Classics,Paperback,268,1998,1932,,2009/06/09,"literature, science-fiction, novels, huxley, fiction","literature (#33), science-fiction (#57), novels (#5), huxley (#3), fiction (#4)",read,,,,1,0
346636,Stories of Five Decades,Hermann Hesse,"Hesse, Hermann",,"=""089190669X""","=""9780891906698""",5,3.89,Amereon Limited,Hardcover,328,1998,1954,,2009/06/09,"literature, short-stories, fiction","literature (#78), short-stories (#5), fiction (#86)",read,,,,1,0
13515,Pictor's Metamorphoses and Other Fantasies,Hermann Hesse,"Hesse, Hermann","Rika Lesser, Theodore Ziolkowski","=""""","=""""",5,3.81,St. Martins Press-3pl,Paperback,213,2003,1922,,2009/06/09,"literature, short-stories, fiction","literature (#85), short-stories (#13), fiction (#62)",read,,,,1,0
71943,Peter Camenzind,Hermann Hesse,"Hesse, Hermann",Michael Roloff,"=""0312422636""","=""9780312422639""",4,3.87,Picador,Paperback,208,2003,,,2009/06/09,"literature, novels, fiction","literature (#84), novels (#71), fiction (#69)",read,,,,1,0
13514,The Fairy Tales of Hermann Hesse,Hermann Hesse,"Hesse, Hermann","Jack D. Zipes, David Frampton","=""0553377760""","=""9780553377767""",5,3.99,Bantam Books,Paperback,266,1995,1919,,2009/06/09,"literature, short-stories, fiction","literature (#7), short-stories (#18), fiction (#90)",read,,,,1,0
13519,The Journey to the East,Hermann Hesse,"Hesse, Hermann",Hilda Rosner,"=""0312421680""","=""9780312421687""",5,3.70,Picador,Paperback,128,2003,1932,,2009/06/09,"literature, novels, fiction","literature (#75), novels (#6), fiction (#5)",read,,,,1,0
25905,Beneath the Wheel,Hermann Hesse,"Hesse, Hermann",Michael Roloff,"=""031242230X""","=""9780312422301""",3,3.87,Picador,Paperback,192,2003,1906,,2009/06/09,"literature, novels, fiction","literature (#74), novels (#54), fiction (#52)",read,,,,1,0
16634,The Glass Bead Game,Hermann Hesse,"Hesse, Hermann","Richard Winston, Clara Winston, Theodore Ziolkowski","=""0312278497""","=""9780312278496""",5,4.11,Picador,Paperback,578,2002,1943,,2009/06/09,"literature, novels, fiction","literature (#76), novels (#4), fiction (#3)",read,,,,1,0
5954,Narcissus and Goldmund,Hermann Hesse,"Hesse, Hermann",Ursule Molinaro,"=""0374506841""","=""9780374506841""",5,4.21,"The Noonday Press / Farrar, Straus Giroux",Paperback,320,1997,1930,,2009/06/09,"literature, novels, fiction","literature (#88), novels (#78), fiction (#80)",read,,,,1,0
24861,Demian: Die Geschichte von Emil Sinclairs Jugend,Hermann Hesse,"Hesse, Hermann",Thomas Mann,"=""""","=""9783518367063""",5,4.13,Suhrkamp Verlag,Paperback,193,1974,1919,,2009/06/09,"literature, novels, fiction","literature (#92), novels (#33), fiction (#31)",read,,,,1,0
16631,Steppenwolf,Hermann Hesse,"Hesse, Hermann",Basil Creighton,"=""0140282580""","=""9780140282580""",5,4.13,Penguin,Paperback,256,1999,1927,,2009/06/09,"literature, novels, fiction","literature (#79), novels (#9), fiction (#9)",read,,,,1,0
52036,Siddhartha,Hermann Hesse,"Hesse, Hermann","Hilda Rosner, Zigmantas Ardickas","=""""","=""""",5,4.05,Bantam Books,Mass Market Paperback,152,1981,1922,,2009/06/09,"literature, novels, fiction","literature (#93), novels (#31), fiction (#30)",read,,,,1,0
4980,Breakfast of Champions,Kurt Vonnegut Jr.,"Jr., Kurt Vonnegut",,"=""0385334206""","=""9780385334204""",5,4.07,Dell Publishing,Paperback,303,1999,1973,,2009/06/09,"science-fiction, novels, vonnegut","science-fiction (#49), novels (#140), vonnegut (#17)",read,,,,1,0
135479,Cat's Cradle,Kurt Vonnegut Jr.,"Jr., Kurt Vonnegut",,"=""0140285601""","=""9780140285604""",5,4.16,Penguin,Paperback,179,1999,1963,,2009/06/09,"literature, science-fiction, novels, vonnegut, fiction","literature (#14), science-fiction (#4), novels (#30), vonnegut (#19), fiction (#27)",read,,,,1,0
10975,The Sound and the Fury,William Faulkner,"Faulkner, William",,"=""""","=""""",5,3.86,Vintage International,Paperback,366,1990,1929,,2009/06/09,"literature, novels, fiction","literature (#83), novels (#24), fiction (#21)",read,,,,1,0
77013,As I Lay Dying,William Faulkner,"Faulkner, William",,"=""""","=""""",5,3.72,Vintage,Paperback,288,1991,1930,,2009/06/09,"literature, novels, fiction","literature (#98), novels (#29), fiction (#28)",read,,,,1,0
90872,Self-Help,Lorrie Moore,"Moore, Lorrie",,"=""0307277291""","=""9780307277299""",5,4.16,Vintage,Paperback,163,2007,1985,,2009/06/09,"literature, short-stories, fiction","literature (#57), short-stories (#15), fiction (#32)",read,,,,1,0
19631,Birds of America: Stories,Lorrie Moore,"Moore, Lorrie",,"=""0312241224""","=""9780312241223""",5,4.10,Picador USA,Paperback,291,1999,1998,,2009/06/09,"literature, short-stories, fiction","literature (#56), short-stories (#14), fiction (#22)",read,,,,1,0
285092,High Fidelity,Nick Hornby,"Hornby, Nick",,"=""1573225517""","=""9781573225519""",4,3.92,Riverhead Books,Paperback,340,1996,1995,,2009/06/09,"literature, novels, fiction","literature (#94), novels (#98), fiction (#95)",read,,,,1,0
226490,The Golden Man,Philip K. Dick,"Dick, Philip K.",Mark Hurst,"=""0417062001""","=""9780417062006""",5,3.73,Methuen,Mass Market Paperback,337,1986,1980,,2009/06/09,"science-fiction, short-stories","science-fiction (#39), short-stories (#24)",read,,,,1,0
22595,Vulcan's Hammer,Philip K. Dick,"Dick, Philip K.",,"=""1400030129""","=""9781400030125""",3,3.53,Vintage,Paperback,165,2004,1960,,2009/06/09,"science-fiction, novels, p-k-dick","science-fiction (#26), novels (#22), p-k-dick (#19)",read,,,,1,0
